"id","port_number","transport_protocol","service_name","description","registration_date","modification_date","reference","assignment_notes","traffic"
"335",197,"tcp","dls","Directory Location Service",,,,,5.12948329808621e-10
"336",197,"udp","dls","Directory Location Service",,,,,3.09684572560807e-10
"337",198,"tcp","dls-mon","Directory Location Service Monitor",,,,,1.79581032732393e-09
"338",198,"udp","dls-mon","Directory Location Service Monitor",,,,,1.25249113406834e-11
"339",199,"tcp","smux","SMUX",,,,,4.48070926307198e-08
"340",199,"udp","smux","SMUX",,,,,8.42443546450779e-10
"341",200,"tcp","src","IBM System Resource Controller",,,,,1.76935247539381e-08
"342",200,"udp","src","IBM System Resource Controller",,,,,8.71013442253999e-11
"343",201,"tcp","at-rtmp","AppleTalk Routing Maintenance",,,,,5.61738180521349e-10
"344",201,"udp","at-rtmp","AppleTalk Routing Maintenance",,,,,4.26501882908222e-10
"345",202,"tcp","at-nbp","AppleTalk Name Binding",,,,,7.85221892678632e-10
"346",202,"udp","at-nbp","AppleTalk Name Binding",,,,,3.83933556783025e-10
"347",203,"tcp","at-3","AppleTalk Unused",,,,,6.91899023865702e-10
"348",203,"udp","at-3","AppleTalk Unused",,,,,5.97102636071511e-10
"349",204,"tcp","at-echo","AppleTalk Echo",,,,,4.94120031714784e-10
"350",204,"udp","at-echo","AppleTalk Echo",,,,,2.97732696379505e-10
"351",205,"tcp","at-5","AppleTalk Unused",,,,,1.52402793744768e-09
"352",205,"udp","at-5","AppleTalk Unused",,,,,3.1852568644835e-10
"353",206,"tcp","at-zis","AppleTalk Zone Information",,,,,1.41850760595656e-09
"354",206,"udp","at-zis","AppleTalk Zone Information",,,,,3.62158220726678e-10
"355",207,"tcp","at-7","AppleTalk Unused",,,,,1.67170728423586e-09
"356",207,"udp","at-7","AppleTalk Unused",,,,,5.62393077846345e-11
"357",208,"tcp","at-8","AppleTalk Unused",,,,,2.0208494206281e-09
"358",208,"udp","at-8","AppleTalk Unused",,,,,2.98633180201381e-10
"359",209,"tcp","qmtp","The Quick Mail Transfer Protocol",,2018-04-05,,,4.92482788402277e-10
"360",209,"udp","qmtp","The Quick Mail Transfer Protocol",,2018-04-05,,,8.67002196138384e-10
"361",210,"tcp","z39-50","ANSI Z39.50
IANA assigned this well-formed service name as a replacement for ""z39.50"".",,,,,5.45365747396273e-09
"362",210,"udp","z39-50","ANSI Z39.50
IANA assigned this well-formed service name as a replacement for ""z39.50"".",,,,,6.2297108040914e-11
"363",211,"tcp","914c-g","Texas Instruments 914C/G Terminal
IANA assigned this well-formed service name as a replacement for ""914c/g"".",,,,,2.78079227656161e-08
"364",211,"udp","914c-g","Texas Instruments 914C/G Terminal
IANA assigned this well-formed service name as a replacement for ""914c/g"".",,,,,0
"365",212,"tcp","anet","ATEXSSTR",,,,,1.24749754196514e-09
"366",212,"udp","anet","ATEXSSTR",,,,,3.76647824042366e-10
"367",213,"tcp","ipx","IPX",,,,,8.76743793847804e-10
"368",213,"udp","ipx","IPX",,,,,3.7656596187684e-12
"369",214,"tcp","vmpwscs","VM PWSCS",,,,,7.60172069997268e-10
"370",214,"udp","vmpwscs","VM PWSCS",,,,,4.68251587377174e-11
"371",215,"tcp","softpc","Insignia Solutions",,,,,1.39226259565706e-08
"372",215,"udp","softpc","Insignia Solutions",,,,,3.12058575363953e-10
"373",216,"tcp","CAIlic","Computer Associates Int'l License Server",,,,,6.01359468684032e-10
"374",216,"udp","CAIlic","Computer Associates Int'l License Server",,,,,1.08459183237064e-09
"375",217,"tcp","dbase","dBASE Unix",,,,,1.42612078735972e-09
"376",217,"udp","dbase","dBASE Unix",,,,,2.2184646884478e-11
"377",218,"tcp","mpp","Netix Message Posting Protocol",,,,,4.91664166746025e-10
"378",218,"udp","mpp","Netix Message Posting Protocol",,,,,2.07929900688457e-11
"379",219,"tcp","uarps","Unisys ARPs",,,,,6.71924655453107e-10
"380",219,"udp","uarps","Unisys ARPs",,,,,4.25683261252018e-12
"381",220,"tcp","imap3","Interactive Mail Access Protocol v3",,,,,6.95992132146968e-10
"382",220,"udp","imap3","Interactive Mail Access Protocol v3",,,,,2.28477304260433e-10
"383",221,"tcp","fln-spx","Berkeley rlogind with SPX auth",,,,,7.10236148965784e-10
"384",221,"udp","fln-spx","Berkeley rlogind with SPX auth",,,,,7.47401572159707e-10
"385",222,"tcp","rsh-spx","Berkeley rshd with SPX auth",,,,,1.3484941701838e-07
"386",222,"udp","rsh-spx","Berkeley rshd with SPX auth",,,,,1.93522159538461e-10
"387",223,"tcp","cdc","Certificate Distribution Center",,,,,3.15234827390208e-09
"388",223,"udp","cdc","Certificate Distribution Center",,,,,4.44675283677059e-10
"389",224,"tcp","masqdialer","masqdialer",,,,"Possible Conflict of Port 222 with ""Masqdialer""",6.1151037722158e-10
"390",224,"udp","masqdialer","masqdialer",,,,"Possible Conflict of Port 222 with ""Masqdialer""",5.14913021783627e-11
"391",242,"tcp","direct","Direct",,,,,7.58698551016011e-10
"392",242,"udp","direct","Direct",,,,,4.17742631186267e-10
"393",243,"tcp","sur-meas","Survey Measurement",,,,,5.54698034277565e-10
"394",243,"udp","sur-meas","Survey Measurement",,,,,7.10972908456413e-10
"395",244,"tcp","inbusiness","inbusiness",,,,,5.98739879384019e-10
"396",244,"udp","inbusiness","inbusiness",,,,,8.10435439691253e-12
"397",245,"tcp","link","LINK",,,,,9.7637004941389e-10
"398",245,"udp","link","LINK",,,,,3.09930159057682e-10
"399",246,"tcp","dsp3270","Display Systems Protocol",,,,,6.73561898765616e-10
"400",246,"udp","dsp3270","Display Systems Protocol",,,,,5.73117021543277e-10
"401",247,"tcp","subntbcst-tftp","SUBNTBCST_TFTP
IANA assigned this well-formed service name as a replacement for ""subntbcst_tftp"".",,,,,4.9935921031481e-10
"402",247,"udp","subntbcst-tftp","SUBNTBCST_TFTP
IANA assigned this well-formed service name as a replacement for ""subntbcst_tftp"".",,,,,2.6621576261373e-10
"403",248,"tcp","bhfhs","bhfhs",,,,,4.11766693095655e-10
"404",248,"udp","bhfhs","bhfhs",,,,,3.6346801537668e-11
"405",256,"tcp","rap","RAP",,,,,1.17529511188356e-09
"406",256,"udp","rap","RAP",,,,,2.21003288538835e-09
"407",257,"tcp","set","Secure Electronic Transaction",,,,,1.07533977041166e-07
"408",257,"udp","set","Secure Electronic Transaction",,,,,1.52263628063206e-11
"409",259,"tcp","esro-gen","Efficient Short Remote Operations",,,,,1.61849687657936e-09
"410",259,"udp","esro-gen","Efficient Short Remote Operations",,,,,5.24224843123519e-08
"411",260,"tcp","openport","Openport",,,,,5.32595249558712e-10
"412",260,"udp","openport","Openport",,,,,5.19824751721157e-11
"413",261,"tcp","nsiiops","IIOP Name Service over TLS/SSL",,,,,1.11388538971803e-07
"414",261,"udp","nsiiops","IIOP Name Service over TLS/SSL",,,,,1.4407741150103e-11
"415",262,"tcp","arcisdms","Arcisdms",,,,,8.88941256525987e-10
"416",262,"udp","arcisdms","Arcisdms",,,,,2.38873799294855e-10
"417",263,"tcp","hdap","HDAP",,,,,5.00505280633564e-10
"418",263,"udp","hdap","HDAP",,,,,6.55552222328034e-10
"419",264,"tcp","bgmp","BGMP",,,,,9.27825785198042e-10
"420",264,"udp","bgmp","BGMP",,,,,6.79619699021893e-10
"421",265,"tcp","x-bone-ctl","X-Bone CTL",,,,,9.21767984941763e-10
"422",265,"udp","x-bone-ctl","X-Bone CTL",,,,,5.63293561668231e-10
"423",266,"tcp","sst","SCSI on ST",,,,,5.54698034277566e-10
"424",266,"udp","sst","SCSI on ST",,,,,3.56837179961026e-10
"425",267,"tcp","td-service","Tobit David Service Layer",,,,,4.90436234261643e-10
"426",267,"udp","td-service","Tobit David Service Layer",,,,,2.1939060387601e-11
"427",268,"tcp","td-replica","Tobit David Replica",,,,,4.34360650808266e-10
"428",268,"udp","td-replica","Tobit David Replica",,,,,1.41053423102465e-08
"429",269,"tcp","manet","MANET Protocols",,,"[RFC5498]",,5.14585573121129e-10
"430",269,"udp","manet","MANET Protocols",,,"[RFC5498]",,1.22506730858379e-09
"431",270,"udp","gist","Q-mode encapsulation for GIST messages",,,"[RFC5971]",,6.87642191253187e-11
"432",271,"tcp","pt-tls","IETF Network Endpoint Assessment (NEA) Posture Transport Protocol over TLS (PT-TLS)",2012-07-31,,"[RFC6876]",,2.30597534350129e-09
"433",280,"tcp","http-mgmt","http-mgmt",,,,,1.12126608257081e-09
"434",280,"udp","http-mgmt","http-mgmt",,,,,1.09531577606757e-10
"435",281,"tcp","personal-link","Personal Link",,,,,1.88982083832811e-08
"436",281,"udp","personal-link","Personal Link",,,,,5.28829589939863e-11
"437",282,"tcp","cableport-ax","Cable Port A/X",,,,,7.47565296490956e-10
"438",282,"udp","cableport-ax","Cable Port A/X",,,,,1.35891194938127e-11
"439",283,"tcp","rescap","rescap",,,,,6.48839524746751e-10
"440",283,"udp","rescap","rescap",,,,,7.03196002722016e-11
"441",284,"tcp","corerjd","corerjd",,,,,5.03779767258578e-10
"442",284,"udp","corerjd","corerjd",,,,,2.66215762613732e-10
"443",286,"tcp","fxp","FXP Communication",,,,,4.63831030433395e-10
"444",286,"udp","fxp","FXP Communication",,,,,1.09621625988945e-09
"445",287,"tcp","k-block","K-BLOCK",,,,,6.5080421672176e-10
"446",287,"udp","k-block","K-BLOCK",,,,,3.17461478295218e-10
"447",308,"tcp","novastorbakcup","Novastor Backup",,,,,1.07968010243312e-09
"448",308,"udp","novastorbakcup","Novastor Backup",,,,,3.62649393720438e-11
"449",309,"tcp","entrusttime","EntrustTime",,,,,5.63047975171355e-10
"450",309,"udp","entrusttime","EntrustTime",,,,,3.88026665064291e-11
"451",310,"tcp","bhmds","bhmds",,,,,3.77057134870494e-10
"452",310,"udp","bhmds","bhmds",,,,,2.36581658657344e-10
"453",311,"tcp","asip-webadmin","AppleShare IP WebAdmin",,,,,1.52806374221301e-08
"454",311,"udp","asip-webadmin","AppleShare IP WebAdmin",,,,,4.2568326125249e-12
"455",312,"tcp","vslmp","VSLMP",,,,,3.62118926887175e-08
"456",312,"udp","vslmp","VSLMP",,,,,1.79851177878962e-10
"457",313,"tcp","magenta-logic","Magenta Logic",,,,,4.63994754764646e-10
"458",313,"udp","magenta-logic","Magenta Logic",,,,,0
"459",314,"tcp","opalis-robot","Opalis Robot",,,,,5.59118591221336e-10
"460",314,"udp","opalis-robot","Opalis Robot",,,,,2.82424471407558e-11
"461",315,"tcp","dpsi","DPSI",,,,,4.42055694377043e-10
"462",315,"udp","dpsi","DPSI",,,,,2.7808577662941e-10
"463",316,"tcp","decauth","decAuth",,,,,4.20280358320692e-10
"464",316,"udp","decauth","decAuth",,,,,6.37706270221702e-11
"465",317,"tcp","zannet","Zannet",,,,,4.68251587377164e-10
"466",317,"udp","zannet","Zannet",,,,,1.39272102378457e-09
"467",318,"tcp","pkix-timestamp","PKIX TimeStamp",,,,,7.8825079280677e-10
"468",318,"udp","pkix-timestamp","PKIX TimeStamp",,,,,8.51366522503936e-12
"469",319,"tcp","ptp-event","PTP Event",2010-07-27,,,,6.46711108440493e-10
"470",319,"udp","ptp-event","PTP Event",2010-07-27,,,,2.80950952426299e-10
"471",320,"tcp","ptp-general","PTP General",2010-07-27,,,,9.30445374498055e-10
"472",320,"udp","ptp-general","PTP General",2010-07-27,,,,2.69653973569999e-10
"473",321,"tcp","pip","PIP",,,,,4.96903345346048e-10
"474",321,"udp","pip","PIP",,,,,7.7441608681608e-10
"475",322,"tcp","rtsps","RTSPS",,,,,1.49349334966941e-09
"476",322,"udp","rtsps","RTSPS",,,,,6.62264919909318e-11
"477",323,"tcp","rpki-rtr","Resource PKI to Router Protocol",,,"[RFC6810]",,1.32125535319361e-09
"478",324,"tcp","rpki-rtr-tls","Resource PKI to Router Protocol over TLS",,,"[RFC6810]",,3.74601269901734e-10
"479",333,"tcp","texar","Texar Security Port",,,,,4.36980240108273e-10
"480",333,"udp","texar","Texar Security Port",,,,,3.98505022264345e-10
"481",344,"tcp","pdap","Prospero Data Access Protocol",,,,,4.73981938970942e-10
"482",344,"udp","pdap","Prospero Data Access Protocol",,,,,3.10175745554558e-10
"483",345,"tcp","pawserv","Perf Analysis Workbench",,,,,2.71021071735942e-09
"484",345,"udp","pawserv","Perf Analysis Workbench",,,,,6.30747986143545e-10
"485",346,"tcp","zserv","Zebra server",,,,,1.81275579560838e-09
"486",346,"udp","zserv","Zebra server",,,,,3.24174175876497e-11
"487",347,"tcp","fatserv","Fatmen Server",,,,,8.6397329601025e-10
"488",347,"udp","fatserv","Fatmen Server",,,,,3.52252898686005e-10
"489",348,"tcp","csi-sgwp","Cabletron Management Protocol",,,,,5.37015806502486e-10
"490",348,"udp","csi-sgwp","Cabletron Management Protocol",,,,,0
"491",349,"tcp","mftp","mftp",,,,,1.33754592415306e-09
"492",349,"udp","mftp","mftp",,,,,3.12222299695196e-10
"493",350,"tcp","matip-type-a","MATIP Type A",,,"[RFC2351]",,6.72743277109361e-10
"494",350,"udp","matip-type-a","MATIP Type A",,,"[RFC2351]",,3.66906226332947e-10
"495",351,"tcp","matip-type-b","MATIP Type B",,,"[RFC2351]",,4.99850383308562e-10
"496",351,"udp","matip-type-b","MATIP Type B",,,"[RFC2351]",,4.42055694377053e-11
"497",352,"tcp","dtag-ste-sb","DTAG",,,,"(assigned long ago)",6.34595507927936e-10
"498",352,"udp","dtag-ste-sb","DTAG",,,,"(assigned long ago)",8.39169059825758e-10
"499",353,"tcp","ndsauth","NDSAUTH",,,,,5.24245308664923e-10
"500",353,"udp","ndsauth","NDSAUTH",,,,,6.02669263334038e-10
"501",354,"tcp","bh611","bh611",,,,,6.03324160659041e-10
"502",354,"udp","bh611","bh611",,,,,3.677248479892e-10
"503",355,"tcp","datex-asn","DATEX-ASN",,,,,5.52569617971305e-10
"504",355,"udp","datex-asn","DATEX-ASN",,,,,3.92119773345565e-10
"505",356,"tcp","cloanto-net-1","Cloanto Net 1",2010-04-30,,,,1.24045739572136e-09
"506",356,"udp","cloanto-net-1","Cloanto Net 1",2010-04-30,,,,1.82552629344593e-10
"507",357,"tcp","bhevent","bhevent",,,,,5.28502141277446e-10
"508",357,"udp","bhevent","bhevent",,,,,3.66742502001713e-11
"509",358,"tcp","shrinkwrap","Shrinkwrap",,,,,8.53658663141447e-10
"510",358,"udp","shrinkwrap","Shrinkwrap",,,,,1.35891194938127e-11
"511",359,"tcp","nsrmp","Network Security Risk Management Protocol",,,,,4.0832848213939e-10
"512",359,"udp","nsrmp","Network Security Risk Management Protocol",,,,,5.88670833012097e-10
"513",360,"tcp","scoi2odialog","scoi2odialog",,,,,3.71163058945467e-10
"514",360,"udp","scoi2odialog","scoi2odialog",,,,,7.50921645281599e-10
"515",361,"tcp","semantix","Semantix",,,,,6.47366005765495e-10
"516",361,"udp","semantix","Semantix",,,,,7.71960221847333e-11
"517",362,"tcp","srssend","SRS Send",,,,,4.19789185326941e-10
"518",362,"udp","srssend","SRS Send",,,,,4.13731385070663e-10
"519",363,"tcp","rsvp-tunnel","RSVP Tunnel
IANA assigned this well-formed service name as a replacement for ""rsvp_tunnel"".",,,,,6.07253544609058e-10
"520",363,"udp","rsvp-tunnel","RSVP Tunnel
IANA assigned this well-formed service name as a replacement for ""rsvp_tunnel"".",,,,,3.08292915745176e-10
"521",364,"tcp","aurora-cmgr","Aurora CMGR",,,,,6.03487884990289e-10
"522",364,"udp","aurora-cmgr","Aurora CMGR",,,,,1.00199290725466e-10
"523",365,"tcp","dtk","DTK",,,,,4.28630299214485e-10
"524",365,"udp","dtk","DTK",,,,,1.27704978375599e-11
"525",366,"tcp","odmr","ODMR",,,,,8.52086909561437e-09
"526",366,"udp","odmr","ODMR",,,,,0
"527",367,"tcp","mortgageware","MortgageWare",,,,,3.95885432964332e-10
"528",367,"udp","mortgageware","MortgageWare",,,,,7.17030708712692e-10
"529",368,"tcp","qbikgdp","QbikGDP",,,,,4.95593550696042e-10
"530",368,"udp","qbikgdp","QbikGDP",,,,,5.98412430721516e-10
"531",369,"tcp","rpc2portmap","rpc2portmap",,,,,2.01675631234683e-09
"532",369,"udp","rpc2portmap","rpc2portmap",,,,,2.71864252041883e-10
"533",370,"tcp","codaauth2","codaauth2",,,,,5.46020644721292e-10
"534",370,"udp","codaauth2","codaauth2",,,,,3.05735541691039e-08
"535",371,"tcp","clearcase","Clearcase",,,,,7.9299879841304e-10
"536",371,"udp","clearcase","Clearcase",,,,,4.10972630089089e-09
"537",372,"tcp","ulistproc","ListProcessor",,,,,4.61375165464636e-10
"538",372,"udp","ulistproc","ListProcessor",,,,,2.41493388594862e-11
"539",373,"tcp","legent-1","Legent Corporation",,,,,6.65621268699952e-10
"540",373,"udp","legent-1","Legent Corporation",,,,,0
"541",374,"tcp","legent-2","Legent Corporation",,,,,2.75138738666897e-09
"542",374,"udp","legent-2","Legent Corporation",,,,,2.435399427355e-10
"543",375,"tcp","hassle","Hassle",,,,,7.64101453947282e-10
"544",375,"udp","hassle","Hassle",,,,,5.17368886752401e-11
"545",376,"tcp","nip","Amiga Envoy Network Inquiry Proto",,,,,1.08008941326125e-09
"546",376,"udp","nip","Amiga Envoy Network Inquiry Proto",,,,,1.33599054300618e-10
"547",377,"tcp","tnETOS","NEC Corporation",,,,,5.24736481658678e-10
"548",377,"udp","tnETOS","NEC Corporation",,,,,0
"549",378,"tcp","dsETOS","NEC Corporation",,,,,1.1351007885615e-09
"550",378,"udp","dsETOS","NEC Corporation",,,,,3.41447092823453e-10
"551",379,"tcp","is99c","TIA/EIA/IS-99 modem client",,,,,5.36033460514978e-10
"552",379,"udp","is99c","TIA/EIA/IS-99 modem client",,,,,3.29413354476525e-10
"553",380,"tcp","is99s","TIA/EIA/IS-99 modem server",,,,,4.73981938970943e-10
"554",380,"udp","is99s","TIA/EIA/IS-99 modem server",,,,,4.73981938970951e-11
"555",381,"tcp","hp-collector","hp performance data collector",,,,,8.78053588497814e-10
"556",381,"udp","hp-collector","hp performance data collector",,,,,5.53388239627543e-11
"557",382,"tcp","hp-managed-node","hp performance data managed node",,,,,6.56207119653034e-10
"558",382,"udp","hp-managed-node","hp performance data managed node",,,,,7.94881628222437e-11
"559",383,"tcp","hp-alarm-mgr","hp performance data alarm manager",,,,,1.80407840605209e-09
"560",383,"udp","hp-alarm-mgr","hp performance data alarm manager",,,,,1.05463027975175e-09
"561",384,"tcp","arns","A Remote Network Server System",,,,,5.88916419508975e-10
"562",384,"udp","arns","A Remote Network Server System",,,,,3.06164499438919e-11
"563",385,"tcp","ibm-app","IBM Application",,,,,1.78950694057078e-09
"564",385,"udp","ibm-app","IBM Application",,,,,1.10202847364885e-09
"565",386,"tcp","asa","ASA Message Router Object Def.",,,,,1.03621129248604e-09
"566",386,"udp","asa","ASA Message Router Object Def.",,,,,3.9326584366432e-10
"567",387,"tcp","aurp","Appletalk Update-Based Routing Pro.",,,,,6.66030579528081e-10
"568",387,"udp","aurp","Appletalk Update-Based Routing Pro.",,,,,6.40162135190457e-11
"569",388,"tcp","unidata-ldm","Unidata LDM",,2012-05-18,,,1.57433714995441e-07
"570",388,"udp","unidata-ldm","Unidata LDM",,2012-05-18,,,4.2568326125197e-12
"571",389,"tcp","ldap","Lightweight Directory Access Protocol",,,,,4.98494582121475e-07
"572",389,"udp","ldap","Lightweight Directory Access Protocol",,,,,4.58851927933563e-07
"573",390,"tcp","uis","UIS",,,,,6.15439761171598e-10
"574",390,"udp","uis","UIS",,,,,2.35926761332342e-10
"575",391,"tcp","synotics-relay","SynOptics SNMP Relay Port",,,,,1.70085021519849e-09
"576",391,"udp","synotics-relay","SynOptics SNMP Relay Port",,,,,4.50241910939597e-11
"577",392,"tcp","synotics-broker","SynOptics Port Broker Port",,,,,6.87069156093801e-10
"578",392,"udp","synotics-broker","SynOptics Port Broker Port",,,,,3.6019352875168e-11
"579",393,"tcp","meta5","Meta5",,,,,5.63211699502606e-10
"580",393,"udp","meta5","Meta5",,,,,5.66486186127631e-11
"581",394,"tcp","embl-ndt","EMBL Nucleic Data Transfer",,,,,6.49985595065506e-10
"582",394,"udp","embl-ndt","EMBL Nucleic Data Transfer",,,,,5.61492594024474e-10
"583",395,"tcp","netcp","NetScout Control Protocol",2010-04-07,,,,3.96867778951835e-10
"584",395,"udp","netcp","NetScout Control Protocol",2010-04-07,,,,3.45130890276596e-10
"585",396,"tcp","netware-ip","Novell Netware over IP",,,,,5.15076746114884e-10
"586",396,"udp","netware-ip","Novell Netware over IP",,,,,3.60520977414168e-10
"587",397,"tcp","mptn","Multi Protocol Trans. Net.",,,,,6.96728891637598e-10
"588",397,"udp","mptn","Multi Protocol Trans. Net.",,,,,2.93475863766982e-10
"589",398,"tcp","kryptolan","Kryptolan",,,,,1.06257090981741e-09
"590",398,"udp","kryptolan","Kryptolan",,,,,6.13638793527839e-10
"591",399,"tcp","iso-tsap-c2","ISO Transport Class 2 Non-Control over TCP",,,,,7.3495852298465e-10
"592",399,"udp","iso-tsap-c2","ISO Transport Class 2 Non-Control over UDP",,,,,4.25683261251955e-12
"593",400,"tcp","osb-sd","Oracle Secure Backup",2008-06-06,,,"Formerly was Workstation Solutions",1.82863705573971e-08
"594",400,"udp","osb-sd","Oracle Secure Backup",2008-06-06,,,"Formerly was Workstation Solutions",9.9085965272958e-10
"595",401,"tcp","ups","Uninterruptible Power Supply",2008-08-29,,,,5.28829589939947e-10
"596",401,"udp","ups","Uninterruptible Power Supply",2008-08-29,,,,1.35154435447499e-10
"597",402,"tcp","genie","Genie Protocol",,,,,7.41753082731556e-10
"598",402,"udp","genie","Genie Protocol",,,,,4.29776369533249e-11
